"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TWBDAMRE","journalArticle","2024","Sakuragi, Minoru; Uchino, Eiichiro; Sato, Noriaki; Matsubara, Takeshi; Ueda, Akihiko; Mineharu, Yohei; Kojima, Ryosuke; Yanagita, Motoko; Okuno, Yasushi","Interpretable machine learning-based individual analysis of acute kidney injury in immune checkpoint inhibitor therapy","","","","10.1371/journal.pone.0298673","","","2024","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","19.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/AD7I826Q/Sakuragi et al. - 2024 - Interpretable machine learning-based individual analysis of acute kidney injury in immune checkpoint.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MU3LZZF","journalArticle","2024","Chen, Chun-You; Chen, Ya-Lin; Scholl, Jeremiah; Yang, Hsuan-Chia; Li, Yu-Chuan (Jack)","Ability of machine-learning based clinical decision support system to reduce alert fatigue, wrong-drug errors, and alert users about look alike, sound alike medication","","","","10.1016/j.cmpb.2023.107869","","","2024","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","243.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/T8QYW2S7/Chen et al. - 2024 - Ability of machine-learning based clinical decision support system to reduce alert fatigue, wrong-dr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK4V6X2D","journalArticle","2025","Ong, Jasmine Chiat Ling; Jin, Liyuan; Elangovan, Kabilan; Lim, Gilbert Yong San; Lim, Daniel Yan Zheng; Sng, Gerald Gui Ren; Ke, He; Tung, Joshua Yi Min; Zhong, Ryan Jian; Koh, Christopher Ming Yao; Lee, Keane Zhi Hao; Chen, Xiang; Ch'ng, Jack Kian; Than, Aung; Goh, Ken Junyang; Lim, Chuan Poh; Ng, Tat Ming; Liu, Nan; Ting, Daniel Shu Wei","Large language model as clinical decision support system augments medication safety in 16 clinical specialties","","","","10.1016/j.xcrm.2025.102323","","","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","6.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/XQ63IAFR/Ong et al. - 2025 - Large language model as clinical decision support system augments medication safety in 16 clinical s.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83DELMSK","journalArticle","2023","Jones, Caroline; Thornton, James; Wyatt, Jeremy C.","Artificial intelligence and clinical decision support: clinicians' perspectives on trust, trustworthiness, and liability","","","","10.1093/medlaw/fwad013","","","2023","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","31.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/IAIPY9LR/Jones et al. - 2023 - Artificial intelligence and clinical decision support clinicians' perspectives on trust, trustworth.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWQCKSPP","journalArticle","2023","King, Christopher Ryan; Shambe, Ayanna; Abraham, Joanna","Potential uses of AI for perioperative nursing handoffs: a qualitative study","","","","10.1093/jamiaopen/ooad015","","","2023","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","6.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/3KV373DM/King et al. - 2023 - Potential uses of AI for perioperative nursing handoffs a qualitative study.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AT88XPTT","journalArticle","2024","Labkoff, Steven; Oladimeji, Bilikis; Kannry, Joseph; Solomonides, Anthony; Leftwich, Russell; Koski, Eileen; Joseph, Amanda L.; Lopez-Gonzalez, Monica; Fleisher, Lee A.; Nolen, Kimberly; Dutta, Sayon; Levy, Deborah R.; Price, Amy; Barr, Paul J.; Hron, Jonathan D.; Lin, Baihan; Srivastava, Gyana; Pastor, Nuria; Luque, Unai Sanchez; Bui, Tien Thi Thuy; Singh, Reva; Williams, Tayler; Weiner, Mark G.; Naumann, Tristan; Sittig, Dean F.; Jackson, Gretchen Purcell; Quintana, Yuri","Toward a responsible future: recommendations for AI-enabled clinical decision support","","","","10.1093/jamia/ocae209","","","2024","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","31.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/NWD42C9A/Labkoff et al. - 2024 - Toward a responsible future recommendations for AI-enabled clinical decision support.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C937TNGG","journalArticle","2025","Taylor, R. Andrew; Sangal, Rohit B.; Smith, Moira E.; Haimovich, Adrian D.; Rodman, Adam; Iscoe, Mark S.; Pavuluri, Suresh K.; Rose, Christian; Janke, Alexander T.; Wright, Donald S.; Socrates, Vimig; Declan, Arwen","Leveraging artificial intelligence to reduce diagnostic errors in emergency medicine: Challenges, opportunities, and future directions","","","","10.1111/acem.15066","","","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","32.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/J6XLKC7L/Taylor et al. - 2025 - Leveraging artificial intelligence to reduce diagnostic errors in emergency medicine Challenges, op.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEUJT77K","journalArticle","2025","Nouis, Saoudi C. E.; Uren, Victoria; Jariwala, Srushti","Evaluating accountability, transparency, and bias in AI-assisted healthcare decision- making: a qualitative study of healthcare professionals' perspectives in the UK","","","","10.1186/s12910-025-01243-z","","","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","26.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/QD4II3YP/Nouis et al. - 2025 - Evaluating accountability, transparency, and bias in AI-assisted healthcare decision- making a qual.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JDFGWA58","journalArticle","2020","Woo, Myung; Alhanti, Brooke; Lusk, Sam; Dunston, Felicia; Blackwelder, Stephen; Lytle, Kay S.; Goldstein, Benjamin A.; Bedoya, Armando","Evaluation of ML-based clinical decision support tool to replace an existing tool in an academic health system: Lessons learned","","","","10.3390/jpm10030104","","","2020","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","10.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/64ICF2ZZ/Woo et al. - 2020 - Evaluation of ML-based clinical decision support tool to replace an existing tool in an academic hea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJVMBEP7","journalArticle","2020","Corny, Jennifer; Rajkumar, Asok; Martin, Olivier; Dode, Xavier; Lajonchere, Jean-Patrick; Billuart, Olivier; Bezie, Yvonnick; Buronfosse, Anne","A machine learning-based clinical decision support system to identify prescriptions with a high risk of medication error","","","","10.1093/jamia/ocaa154","","","2020","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","27.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/XLCBMV3I/Corny et al. - 2020 - A machine learning-based clinical decision support system to identify prescriptions with a high risk.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LRTZ4HZK","journalArticle","2020","McCradden, Melissa D.; Joshi, Shalmali; Anderson, James A.; Mazwi, Mjaye; Goldenberg, Anna; Shaul, Randi Zlotnik","Patient safety and quality improvement: Ethical principles for a regulatory approach to bias in healthcare machine learning","","","","10.1093/jamia/ocaa085","","","2020","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","27.0","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/LMQRXI8H/McCradden et al. - 2020 - Patient safety and quality improvement Ethical principles for a regulatory approach to bias in heal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDJ7PBYV","journalArticle","2025","Fransen, Stefan J.; Kwee, T. C.; Rouw, D.; Roest, C.; van Lohuizen, Q. Y.; Simonis, F. F.J.; van Leeuwen, P. J.; Heijmink, S.; Ongena, Y. P.; Haan, M.; Yakar, D.","Patient perspectives on the use of artificial intelligence in prostate cancer diagnosis on MRI","European Radiology","","","10.1007/s00330-024-11012-y","","Objectives: This study investigated patients’ acceptance of artificial intelligence (AI) for diagnosing prostate cancer (PCa) on MRI scans and the factors influencing their trust in AI diagnoses. Materials and methods: A prospective, multicenter study was conducted between January and November 2023. Patients undergoing prostate MRI were surveyed about their opinions on hypothetical AI assessment of their MRI scans. The questionnaire included nine items: four on hypothetical scenarios of combinations between AI and the radiologist, two on trust in the diagnosis, and three on accountability for misdiagnosis. Relationships between the items and independent variables were assessed using multivariate analysis. Results: A total of 212 PCa suspicious patients undergoing prostate MRI were included. The majority preferred AI involvement in their PCa diagnosis alongside a radiologist, with 91% agreeing with AI as the primary reader and 79% as the secondary reader. If AI has a high certainty diagnosis, 15% of the respondents would accept it as the sole decision-maker. Autonomous AI outperforming radiologists would be accepted by 52%. Higher educated persons tended to accept AI when it would outperform radiologists (p ¡ 0.05). The respondents indicated that the hospital (76%), radiologist (70%), and program developer (55%) should be held accountable for misdiagnosis. Conclusions: Patients favor AI involvement alongside radiologists in PCa diagnosis. Trust in AI diagnosis depends on the patient’s education level and the AI performance, with autonomous AI acceptance by a small majority on the condition that AI outperforms a radiologist. Respondents held the hospital, radiologist, and program developers accountable for misdiagnosis in descending order of accountability. Clinical relevance statement: Patients show a high level of acceptance for AI-assisted prostate cancer diagnosis on MRI, either alongside radiologists or fully autonomous, particularly if it demonstrates superior performance to radiologists alone. Key Points: Prostate cancer suspicious patients may accept autonomous AI based on performance. Patients prefer AI involvement alongside a radiologist in diagnosing prostate cancer. Patients indicate accountability for AI should be shared among multiple stakeholders.","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","769-775","","2","35","","European Radiology","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/YPRTAM26/Fransen et al. - 2025 - Patient perspectives on the use of artificial intelligence in prostate cancer diagnosis on MRI.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K3C26YE","journalArticle","2024","Metta, Carlo; Beretta, Andrea; Guidotti, Riccardo; Yin, Yuan; Gallinari, Patrick; Rinzivillo, Salvatore; Giannotti, Fosca","Advancing dermatological diagnostics: Interpretable AI for enhanced skin lesion classification","Diagnostics","","","10.3390/diagnostics14070753","","A crucial challenge in critical settings like medical diagnosis is making deep learning models used in decision-making systems interpretable. Efforts in Explainable Artificial Intelligence (XAI) are underway to address this challenge. Yet, many XAI methods are evaluated on broad classifiers and fail to address complex, real-world issues, such as medical diagnosis. In our study, we focus on enhancing user trust and confidence in automated AI decision-making systems, particularly for diagnosing skin lesions, by tailoring an XAI method to explain an AI model’s ability to identify various skin lesion types. We generate explanations using synthetic images of skin lesions as examples and counterexamples, offering a method for practitioners to pinpoint the critical features influencing the classification outcome. A validation survey involving domain experts, novices, and laypersons has demonstrated that explanations increase trust and confidence in the automated decision system. Furthermore, our exploration of the model’s latent space reveals clear separations among the most common skin lesion classes, a distinction that likely arises from the unique characteristics of each class and could assist in correcting frequent misdiagnoses by human professionals.","2024","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","7","14","","Diagnostics","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/HURZCB3W/Metta et al. - 2024 - Advancing dermatological diagnostics Interpretable AI for enhanced skin lesion classification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JMCCB8L","journalArticle","2023","Akay, Ela Marie Z.; Rieger, Jana; Schöttler, Ricardo; Behland, Jonas; Schymczyk, Raphael; Khalil, Ahmed A.; Galinovic, Ivana; Sobesky, Jan; Fiebach, Jochen B.; Madai, Vince I.; Hilbert, Adam; Frey, Dietmar","A deep learning analysis of stroke onset time prediction and comparison to DWI-FLAIR mismatch","Neuroimage Clinical","","","10.1016/j.nicl.2023.103544","","Introduction: When time since stroke onset is unknown, DWI-FLAIR mismatch rating is an established technique for patient stratification. A visible DWI lesion without corresponding parenchymal hyperintensity on FLAIR suggests time since onset of under 4.5 h and thus a potential benefit from intravenous thrombolysis. To improve accuracy and availability of the mismatch concept, deep learning might be able to augment human rating and support decision-making in these cases. Methods: We used unprocessed DWI and coregistered FLAIR imaging data to train a deep learning model to predict dichotomized time since ischemic stroke onset. We analyzed the performance of Group Convolutional Neural Networks compared to other deep learning methods. Unlabeled imaging data was used for pre-training. Prediction performance of the best deep learning model was compared to the performance of four independent junior and senior raters. Additionally, in cases deemed indeterminable by human raters, model ratings were used to augment human performance. Post-hoc gradient-based explanations were analyzed to gain insights into model predictions. Results: Our best predictive model performed comparably to human raters. Using model ratings in cases deemed indeterminable by human raters improved rating accuracy and interrater agreement for junior and senior ratings. Post-hoc explainability analyses showed that the model localized stroke lesions to derive predictions. Discussion: Our analysis shows that deep learning based clinical decision support has the potential to improve the accessibility of the DWI-FLAIR mismatch concept by supporting patient stratification.","2023","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","40","","Neuroimage Clinical","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/9PDAVCTL/Akay et al. - 2023 - A deep learning analysis of stroke onset time prediction and comparison to DWI-FLAIR mismatch.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WV2J7WYY","journalArticle","2025","Fleury, Emmanuelle; Pignol, Jean Philippe; Kiliç, Emine; van Rij, Caroline; Naus, Nicole; Yavuzyigitoglu, Serdar; den Toom, Wilhelm; Zolnay, Andras; Spruijt, Kees; van Vulpen, Marco; Trnková, Petra; Hoogeman, Mischa","Stereotactic radiation therapy or protons for uveal melanoma patients? An artificial intelligence (AI)-based clinical treatment decision-making tool predicting doses to radiation therapy constraints","International Journal of Radiation Oncology Biology Physics","","","10.1016/j.ijrobp.2025.06.3867","","Purpose: For ocular melanoma, selecting between stereotactic radiation therapy (SRT) and protons requires a lengthy plan comparison process. The purpose of this brief report is to describe an artificial intelligence (AI) decision-making tool to predict dosimetric and clinical outcomes based on easy-to-access tumor characteristics. Methods and Materials: The AI tool was based on a retrospective database of 66 patients with uveal melanoma treated in a single center with robotic SRT. A supervised machine learning model was developed to correlate the risk of toxicity for each radiation modality and clinical features. Clinical toxicity risks were built in various profiles: Profile I for maculopathy, optic-neuropathy, and visual acuity deterioration; Profile II for neovascular glaucoma; Profile III for radiation-induced retinopathy; and Profile IV for dry-eye syndrome. Results: Machine learning-based toxicity prediction accuracy for selecting the correct treatment modality was 81%, 77%, 91%, and 93% for Profiles I, II, III, and IV, respectively. Conclusion: The study shows that a machine learning method based on easy-to-access clinical characteristics can predict which toxicity would be greater with SRT or protons. This AI tool could support patients in making informed treatment decisions in an ophthalmology clinic, without the lengthy wait for computed tomographic simulation results and extensive plan comparisons.","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","1159-1164","","4","123","","International Journal of Radiation Oncology Biology Physics","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/N97HXPJ4/Fleury et al. - 2025 - Stereotactic radiation therapy or protons for uveal melanoma patients An artificial intelligence (A.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCIST7QU","journalArticle","2025","Alizade-Harakiyan, Mostafa; Khodaei, Amin; Yousefi, Ali; Zamani, Hamed; Mesbahi, Asghar","Decision tree-based machine learning algorithm for prediction of acute radiation esophagitis","Biochemistry and Biophysics Reports","","","10.1016/j.bbrep.2025.101991","","Background: Radiation-induced esophagitis remains a significant challenge in thoracic and neck cancer treatment, impacting patient quality of life and potentially limiting therapeutic efficacy. This study aimed to develop and validate a decision tree-based model for predicting acute esophagitis grades in patients undergoing chemoradiotherapy. Methods: Data from 100 patients receiving thoracic and neck radiotherapy were analyzed. The dataset comprised 33 features, including demographic, clinical, and dosimetric parameters. A decision tree classifier was implemented for both binary (Grade ≥2 vs. ¡2) and multi-class (Grades 1, 2, and 3) classification. Model performance was evaluated using standard metrics including accuracy, precision, recall, and F1-score. Results: The binary classification model achieved 97 % accuracy in distinguishing acute esophagitis. The multi-class model demonstrated 98 % accuracy in predicting specific grades. Key predictive features included V40 (volume receiving 40 Gy), V60, and average esophageal dose. The model generated interpretable decision rules, with V60 ≥ 2.3 strongly indicating Grade 3 esophagitis. Conclusions: The decision tree model demonstrates high accuracy in predicting radiation-induced esophagitis grades while maintaining clinical interpretability. This approach offers potential for treatment optimization and personalized risk assessment in radiotherapy planning. The model's transparency and reliability make it a promising tool for clinical decision support in radiation oncology.","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","42","","Biochemistry and Biophysics Reports","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/Y24TWXC9/Alizade-Harakiyan et al. - 2025 - Decision tree-based machine learning algorithm for prediction of acute radiation esophagitis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GD92CIL2","journalArticle","2022","Bitterman, Danielle S.; Selesnick, Philip; Bredfeldt, Jeremy; Williams, Christopher L.; Guthier, Christian; Huynh, Elizabeth; Kozono, David E.; Lewis, John H.; Cormack, Robert A.; Carpenter, Colin M.; Mak, Raymond H.; Atkins, Katelyn M.","Dosimetric planning tradeoffs to reduce heart dose using machine learning-guided decision support software in patients with lung cancer","International Journal of Radiation Oncology Biology Physics","","","10.1016/j.ijrobp.2021.11.009","","Purpose: Cardiac toxicity is a well-recognized risk after radiation therapy (RT) in patients with non-small cell lung cancer (NSCLC). However, the extent to which treatment planning optimization can reduce mean heart dose (MHD) without untoward increases in lung dose is unknown. Methods and Materials: Retrospective analysis of RT plans from 353 consecutive patients with locally advanced NSCLC treated with intensity modulated RT (IMRT) or 3-dimensional conformal RT. Commercially available machine learning-guided clinical decision support software was used to match RT plans. A leave-one-out predictive model was used to examine lung dosimetric tradeoffs necessary to achieve a MHD reduction. Results: Of all 232 patients, 91 patients (39%) had RT plan matches showing potential MHD reductions of ¿4 to 8 Gy without violating the upper limit of lung dose constraints (lung volume [V] receiving 20 Gy (V20 Gy) ¡37%, V5 Gy ¡70%, and mean lung dose [MLD] ¡20 Gy). When switching to IMRT, 75 of 103 patients (72.8%) had plan matches demonstrating improved MHD (average 2.0 Gy reduction, P ¡ .0001) without violating lung constraints. Examining specific lung dose tradeoffs, a mean ≥3.7 Gy MHD reduction was achieved with corresponding absolute increases in lung V20 Gy, V5 Gy, and MLD of 3.3%, 5.0%, and 1.0 Gy, respectively. Conclusions: Nearly 40% of RT plans overall, and 73% when switched to IMRT, were predicted to have reductions in MHD ¿4 Gy with potentially clinically acceptable tradeoffs in lung dose. These observations demonstrate that decision support software for optimizing heart-lung dosimetric tradeoffs is feasible and may identify patients who might benefit most from more advanced RT technologies.","2022","2026-02-06 15:33:35","2026-02-06 15:33:35","","996-1003","","4","112","","International Journal of Radiation Oncology Biology Physics","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/RY4L448K/Bitterman et al. - 2022 - Dosimetric planning tradeoffs to reduce heart dose using machine learning-guided decision support so.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75FBF9K2","journalArticle","2024","Chen, Mei; Pang, Bo; Zeng, Yiling; Xu, Cheng; Chen, Jiayi; Yang, Kunyu; Chang, Yu; Yang, Zhiyong","Evaluation of an automated clinical decision system with deep learning dose prediction and NTCP model for prostate cancer proton therapy","Physics in Medicine and Biology","","","10.1088/1361-6560/ad48f6","","Objective. To evaluate the feasibility of using a deep learning dose prediction approach to identify patients who could benefit most from proton therapy based on the normal tissue complication probability (NTCP) model. Approach. Two 3D UNets were established to predict photon and proton doses. A dataset of 95 patients with localized prostate cancer was randomly partitioned into 55, 10, and 30 for training, validation, and testing, respectively. We selected NTCP models for late rectum bleeding and acute urinary urgency of grade 2 or higher to quantify the benefit of proton therapy. Propagated uncertainties of predicted ΔNTCPs resulting from the dose prediction errors were calculated. Patient selection accuracies for a single endpoint and a composite evaluation were assessed under different ΔNTCP thresholds. Main results. Our deep learning-based dose prediction technique can reduce the time spent on plan comparison from approximately 2 days to as little as 5 seconds. The expanded uncertainty of predicted ΔNTCPs for rectum and bladder endpoints propagated from the dose prediction error were 0.0042 and 0.0016, respectively, which is less than one-third of the acceptable tolerance. The averaged selection accuracies for rectum bleeding, urinary urgency, and composite evaluation were 90%, 93.5%, and 93.5%, respectively. Significance. Our study demonstrates that deep learning dose prediction and NTCP evaluation scheme could distinguish the NTCP differences between photon and proton treatment modalities. In addition, the dose prediction uncertainty does not significantly influence the decision accuracy of NTCP-based patient selection for proton therapy. Therefore, automated deep learning dose prediction and NTCP evaluation schemes can potentially be used to screen large patient populations and to avoid unnecessary delays in the start of prostate cancer radiotherapy in the future.","2024","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","11","69","","Physics in Medicine and Biology","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/KBXUHARA/Chen et al. - 2024 - Evaluation of an automated clinical decision system with deep learning dose prediction and NTCP mode.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIPPCY6L","journalArticle","2023","Ma, Xiaohan; Yu, Wenhao; Zhao, Chengxiang; Wang, Changjun; Zhou, Wenhui; Zhao, Guangming; Ma, Mingyue; Wang, Weida; Yang, Lin; Mu, Rui; Wang, Hong; Li, Jun","Legal decision-making for highway automated driving","IEEE Transactions on Intelligent Vehicles","","","10.1109/TIV.2023.3318214","","Compliance with traffic laws is a fundamental requirement for human drivers on the road, and autonomous vehicles must adhere to traffic laws as well. However, current autonomous vehicles prioritize safety and collision avoidance primarily in their decision-making and planning, which will lead to misunderstandings and distrust from human drivers and may even result in accidents in mixed traffic flow. Therefore, ensuring the compliance of the autonomous driving decision-making system is essential for ensuring the safety of autonomous driving and promoting the widespread adoption of autonomous driving technology. To this end, the paper proposes a trigger-based layered compliance decision-making framework. This framework utilizes the decision intent at the highest level as a signal to activate an online violation monitor that identifies the type of violation committed by the vehicle. Then, a four-layer architecture for compliance decision-making is employed to generate compliant trajectories. Using this system, autonomous vehicles can detect and correct potential violations in real-time, thereby enhancing safety and building public confidence in autonomous driving technology. Finally, the proposed method is evaluated on the DJI AD4CHE highway dataset under four typical highway scenarios: speed limit, following distance, overtaking, and lane-changing. The results indicate that the proposed method increases the vehicle's overall compliance rate from 13.85% to 84.46%, reduces the proportion of active violations to 0%, and only slightly decreases the vehicle's traffic efficiency by 2.7%, demonstrating its effectiveness.","2023","2026-02-06 15:33:35","2026-02-06 15:33:35","","1-14","","","","","IEEE Transactions on Intelligent Vehicles","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/YGXMNQJ8/Ma et al. - 2023 - Legal decision-making for highway automated driving.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYJMYXAN","journalArticle","2025","Maskur, Muhammad Azil; Masyhar, Ali; Damayanti, Ratih; Ramada, Diandra Preludio; Sanyal, Subhra","Reimagining criminal liability in the age of artificial intelligence: Toward a comparative and reform-oriented legal framework","Journal of Law and Legal Reform","","","10.15294/jllr.v6i4.35540","","As artificial intelligence (AI) systems increasingly permeate decision-making processes across sectors—from autonomous vehicles to predictive algorithms in finance and law enforcement—traditional frameworks of criminal liability face unprecedented challenges. This article critically examines the adequacy of existing criminal law doctrines in attributing liability when harm arises from autonomous or semi-autonomous AI actions. It explores the tension between actus reus and mens rea in cases involving algorithmic behavior, and interrogates whether AI entities can or should be treated as legal subjects under penal law. Through a comparative legal analysis of jurisdictions including the United States, the European Union, Japan, and Indonesia, the study identifies divergent approaches to regulating AI-related harm and assigning culpability. The article highlights emerging models such as strict liability, vicarious liability, and hybrid regulatory frameworks, and evaluates their potential for adaptation within Indonesia’s evolving legal system. Special attention is given to the role of developers, corporations, and state actors in shaping accountability mechanisms. The paper concludes by proposing a normative framework for reimagining criminal liability in the age of AI—one that balances innovation with legal certainty, and integrates ethical safeguards, technological transparency, and procedural fairness. This framework aims to inform future legislative reform in Indonesia and contribute to global discourse on AI governance and criminal justice.","2025","2026-02-06 15:33:35","2026-02-06 15:33:35","","1805-1838","","4","6","","Journal of Law and Legal Reform","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/NZ5B2FVL/Maskur et al. - 2025 - Reimagining criminal liability in the age of artificial intelligence Toward a comparative and refor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJ2YHQ9X","journalArticle","2023","Baruah, Arindam; Borkar, Hemant","Optimised machine learning classification model to detect void formations in friction stir welding","Materials Today Proceedings","","","10.1016/j.matpr.2023.03.386","","Friction stir welding is a novel solid-state joining process which has been a major area of research due to its applications in joining lightweight alloys. Although this welding process has the inherent advantage of joining alloys at significantly lower temperatures when compared to conventional fusion welding processes, thereby reducing energy consumption and thermal residual stresses, the overall final strength and feasibility of the joint has been found to be highly sensitive to the choice of welding process parameters. Defects such as void formations in friction stir welds are extremely detrimental to the strength of the weld joint as it could lead to catastrophic failures, expensive breakdowns in components, rejection of parts and even loss of lives (Yusof and Jamaluddin, 2014) [1]. These voids in the weld act as discontinuities for the joint as a result of which, the joint strength is severely weakened. Hence, it is of utmost importance to avoid the welding conditions that contribute to the formations of the void defects in structurally critical metallic joints. This study proposes an improved classification model based on a hyperparameter tuned XGBoost classifier algorithm to predict the probability of void formations with raw welding process parameters as inputs. The data set consisted of 108 entries of experimental data collected from past literatures on void formation for the friction stir welding of three aluminium alloys, AA2024, AA2219, and AA6061. While each alloy has unique chemical composition and mechanical properties, the study later identifies that the choice of alloy is amongst the weaker contributors to the presence of void defects. The proposed tuned model could successfully classify the joints containing voids with an accuracy of 90% while both the decision-tree based model and the neural-network based model could classify with an accuracy of 83.3%.","2023","2026-02-06 15:33:35","2026-02-06 15:33:35","","","","","","","Materials Today Proceedings","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/3QHYH25W/Baruah and Borkar - 2023 - Optimised machine learning classification model to detect void formations in friction stir welding.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
